time,"No,1","No,2","No,3","No,4","No,5","No,6","No,7","No,8","No,9","No,10","No,11","No,12","No,13","No,14","No,15"
4.6000001430511475,5.7129390514664,1.9698031448634252,7.537824490618512,9.90196885184663,3.8279660752695275,1.3433058275231726,2.237890343824008,0,0.7515132874496564,1.224746166238561,1.9354379106515591,4.962618929118841,0,0.9364432202182423,0,0
4.700000047683716,5.687857339870604,1.978489374392008,7.571063991653131,9.90196885184663,3.8111600249627693,1.3492293954570427,2.228065257352554,0,0.7548272312442889,1.224746166238561,1.9354379106515591,4.940831373603431,0,0.9364432202182423,0,0
4.801000118255615,5.738131365740667,1.978489374392008,7.537824490618512,9.945633506589568,3.8111600249627693,1.3433058275231726,2.2182833062940737,0,0.7548272312442889,1.224746166238561,1.9525449247301168,4.962618929118841,0,0.9364432202182423,0,0
4.901000022888184,5.738131365740667,1.978489374392008,7.537824490618512,9.945633506589568,3.8111600249627693,1.3374082660320807,2.2182833062940737,0,0.7581557885176946,1.224746166238561,1.9611550507852515,4.962618929118841,0,0.9364432202182423,0,0
5.0,5.7129390514664,1.978489374392008,7.537824490618512,9.90196885184663,3.8279660752695275,1.3433058275231726,2.228065257352554,0,0.7614990237108463,1.230146922320173,1.978489374392008,4.962618929118841,0,0.9364432202182423,0,0
5.1000001430511475,5.738131365740667,1.978489374392008,7.537824490618512,9.945633506589568,3.8279660752695275,1.3433058275231726,2.237890343824008,0,0.7682297870423572,1.230146922320173,1.9872139075366753,4.984502561091723,0,0.9364432202182423,0,0
5.200999975204468,5.763434770417403,1.978489374392008,7.571063991653131,9.945633506589568,3.8448462351190673,1.3551790845141507,2.237890343824008,0,0.7682297870423572,1.2410199865517926,1.9872139075366753,5.0064826931898745,0,0.9364432202182423,0,0
5.301000118255615,5.763434770417403,1.978489374392008,7.571063991653131,9.945633506589568,3.8448462351190673,1.3492293954570427,2.228065257352554,0,0.7784376438687195,1.235571494084624,1.9959769132046616,5.0064826931898745,0,0.9364432202182423,0,0
5.400000095367432,5.763434770417403,1.978489374392008,7.571063991653131,9.945633506589568,3.8618008313118093,1.3492293954570427,2.237890343824008,0,0.7818703158420409,1.235571494084624,2.0136190214669587,5.028559750949339,0,0.9364432202182423,0,0
5.501000165939331,5.7888497553713085,1.9872139075366753,7.571063991653131,9.989490709107839,3.8618008313118093,1.3551790845141507,2.237890343824008,0,0.7922594212575254,1.2410199865517926,2.0136190214669587,5.028559750949339,0,0.9364432202182423,0,0
5.6000001430511475,5.7888497553713085,1.978489374392008,7.6044500687231045,9.989490709107839,3.878830192089265,1.3551790845141507,2.237890343824008,0,0.7922594212575254,1.235571494084624,2.0136190214669587,5.028559750949339,0,0.9364432202182423,0,0
5.700000047683716,5.7888497553713085,1.9872139075366753,7.571063991653131,9.945633506589568,3.8618008313118093,1.3492293954570427,2.237890343824008,0,0.7957530430426111,1.2410199865517926,2.0136190214669587,5.028559750949339,0,0.9364432202182423,0,0
5.802000045776367,5.7888497553713085,1.978489374392008,7.571063991653131,9.989490709107839,3.8448462351190673,1.3433058275231726,2.237890343824008,0,0.7992620706314647,1.246492505204663,2.022498465613036,5.028559750949339,0,0.932331921539269,0,0
5.900000095367432,5.7888497553713085,1.978489374392008,7.571063991653131,9.945633506589568,3.8618008313118093,1.3551790845141507,2.237890343824008,0,0.7957530430426111,1.2410199865517926,2.0136190214669587,5.0064826931898745,0,0.9364432202182423,0,0
6.0,5.7888497553713085,1.9872139075366753,7.6044500687231045,9.989490709107839,3.8618008313118093,1.361155009880663,2.247758755922417,0,0.7992620706314647,1.235571494084624,2.022498465613036,5.0064826931898745,0,0.9405726484672083,0,0
6.1000001430511475,5.7888497553713085,1.978489374392008,7.6044500687231045,9.989490709107839,3.8618008313118093,1.3671572872506808,2.247758755922417,0,0.8027865719589701,1.2410199865517926,2.040374993469957,5.028559750949339,0,0.9364432202182423,0,0
6.200999975204468,5.7888497553713085,1.978489374392008,7.6044500687231045,9.989490709107839,3.8618008313118093,1.3671572872506808,2.247758755922417,0,0.8027865719589701,1.2410199865517926,2.040374993469957,5.028559750949339,0,0.9364432202182423,0,0
6.315000057220459,5.7888497553713085,1.978489374392008,7.6044500687231045,9.989490709107839,3.878830192089265,1.3671572872506808,2.247758755922417,0,0.8063266152595828,1.2410199865517926,2.040374993469957,5.028559750949339,0,0.932331921539269,0,0
6.400000095367432,5.763434770417403,1.978489374392008,7.6044500687231045,9.989490709107839,3.878830192089265,1.361155009880663,2.2576706847005474,0,0.8027865719589701,1.235571494084624,2.040374993469957,5.050734161782645,0,0.9364432202182423,0,0
6.5,5.7888497553713085,1.9872139075366753,7.6044500687231045,9.989490709107839,3.878830192089265,1.3671572872506808,2.2576706847005474,0,0.8063266152595828,1.2410199865517926,2.049372423270938,5.050734161782645,0,0.9364432202182423,0,0
6.6000001430511475,5.7888497553713085,1.9872139075366753,7.6044500687231045,9.989490709107839,3.8618008313118093,1.3671572872506808,2.2576706847005474,0,0.8027865719589701,1.235571494084624,2.049372423270938,5.050734161782645,0,0.932331921539269,0,0
6.700999975204468,5.814376812637287,1.978489374392008,7.6044500687231045,10.03354130847825,3.878830192089265,1.379241363330769,2.247758755922417,0,0.8063266152595828,1.235571494084624,2.049372423270938,5.050734161782645,0,0.9364432202182423,0,0
6.802000045776367,5.814376812637287,1.9959769132046616,7.6379833681839315,9.989490709107839,3.878830192089265,1.3731860328284817,2.247758755922417,0,0.8063266152595828,1.230146922320173,2.058409528986044,5.095376761752996,0,0.9364432202182423,0,0
6.900000095367432,5.814376812637287,2.00477856104803,7.6379833681839315,10.03354130847825,3.878830192089265,1.3671572872506808,2.247758755922417,0,0.8027865719589701,1.219369121280981,2.049372423270938,5.073006354987078,0,0.9364432202182423,0,0
7.001000165939331,5.814376812637287,1.9959769132046616,7.6379833681839315,10.03354130847825,3.8959346471403906,1.3671572872506808,2.2576706847005474,0,0.8063266152595828,1.224746166238561,2.049372423270938,5.095376761752996,0,0.9364432202182423,0,0
7.101999998092651,5.814376812637287,2.00477856104803,7.671664539241328,10.077786157521782,3.9131145276079726,1.3671572872506808,2.3282888794733982,0,0.8098822690686521,1.2140156833476752,2.0674864855739243,5.095376761752996,0,0.9364432202182423,0,0
7.202000141143799,5.840016436419966,2.0136190214669587,7.6379833681839315,10.077786157521782,3.9131145276079726,1.3671572872506808,2.318066913220904,0,0.8098822690686521,1.2086857487959175,2.0674864855739243,5.095376761752996,0,0.9364432202182423,0,0
7.302000045776367,5.840016436419966,2.00477856104803,7.671664539241328,10.03354130847825,3.8959346471403906,1.361155009880663,2.318066913220904,0,0.8098822690686521,1.219369121280981,2.058409528986044,5.073006354987078,0,0.9364432202182423,0,0
7.403000116348267,5.840016436419966,2.00477856104803,7.671664539241328,10.077786157521782,3.9131145276079726,1.3671572872506808,2.338555921471321,0,0.8134536022237463,1.219369121280981,2.0674864855739243,5.095376761752996,0,0.9405726484672083,0,0
7.5,5.840016436419966,2.00477856104803,7.671664539241328,10.077786157521782,3.9131145276079726,1.3731860328284817,2.338555921471321,0,0.8170406838659873,1.224746166238561,2.0674864855739243,5.095376761752996,0,0.9364432202182423,0,0
7.6000001430511475,5.814376812637287,1.9959769132046616,7.671664539241328,10.03354130847825,3.9131145276079726,1.3731860328284817,2.348868237984926,0,0.8206435834413873,1.219369121280981,2.0766034687647412,5.095376761752996,0,0.9364432202182423,0,0
7.700000047683716,5.840016436419966,2.00477856104803,7.671664539241328,10.077786157521782,3.9131145276079726,1.3731860328284817,2.338555921471321,0,0.8170406838659873,1.230146922320173,2.0766034687647412,5.117845815172169,0,0.9405726484672083,0,0
7.802000045776367,5.814376812637287,1.9959769132046616,7.671664539241328,10.077786157521782,3.930370166095031,1.379241363330769,2.348868237984926,0,0.8206435834413873,1.224746166238561,2.0766034687647412,5.095376761752996,0,0.9364432202182423,0,0
7.901000022888184,5.814376812637287,2.00477856104803,7.671664539241328,10.122226112820098,3.9131145276079726,1.379241363330769,2.3592260286609834,0,0.8206435834413873,1.235571494084624,2.085760655063574,5.095376761752996,0,0.9364432202182423,0,0
8.0,5.7888497553713085,2.00477856104803,7.671664539241328,10.077786157521782,3.9131145276079726,1.3731860328284817,2.348868237984926,0,0.8206435834413873,1.230146922320173,2.085760655063574,5.095376761752996,0,0.9364432202182423,0,0
8.1010000705719,5.763434770417403,2.00477856104803,7.671664539241328,10.03354130847825,3.8959346471403906,1.379241363330769,2.3592260286609834,0,0.8206435834413873,1.224746166238561,2.085760655063574,5.095376761752996,0,0.9364432202182423,0,0
8.200999975204468,5.763434770417403,1.9959769132046616,7.671664539241328,10.077786157521782,3.9131145276079726,1.379241363330769,2.3592260286609834,0,0.8242623707021949,1.224746166238561,2.085760655063574,5.095376761752996,0,0.9364432202182423,0,0
8.302000045776367,5.763434770417403,1.9959769132046616,7.705494233963822,10.077786157521782,3.930370166095031,1.3914322485513055,2.3592260286609834,0,0.8242623707021949,1.224746166238561,2.0949582217538363,5.117845815172169,0,0.9364432202182423,0,0
8.401000022888184,5.814376812637287,1.9959769132046616,7.705494233963822,10.077786157521782,3.930370166095031,1.3914322485513055,2.3592260286609834,0,0.8315478888283129,1.230146922320173,2.0949582217538363,5.140413950246176,0,0.9364432202182423,0,0
8.5,5.7888497553713085,1.9959769132046616,7.705494233963822,10.077786157521782,3.9131145276079726,1.4037308869805352,2.3592260286609834,0,0.8388978024385055,1.224746166238561,2.104196346900706,5.140413950246176,0,0.9364432202182423,0,0
8.6010000705719,5.7888497553713085,1.9872139075366753,7.705494233963822,10.122226112820098,3.930370166095031,1.3975680392854741,2.369629494026644,0,0.8388978024385055,1.230146922320173,2.104196346900706,5.117845815172169,0,0.9364432202182423,0,0
8.700000047683716,5.7888497553713085,1.9959769132046616,7.739473107295361,10.122226112820098,3.9477018966712683,1.3975680392854741,2.369629494026644,0,0.842597085223187,1.230146922320173,2.104196346900706,5.163081603894817,0,0.9364432202182423,0,0
8.802000045776367,5.763434770417403,2.00477856104803,7.705494233963822,10.122226112820098,3.930370166095031,1.3975680392854741,2.369629494026644,0,0.842597085223187,1.224746166238561,2.113475209354575,5.140413950246176,0,0.9364432202182423,0,0
8.903000116348267,5.763434770417403,2.00477856104803,7.705494233963822,10.122226112820098,3.930370166095031,1.3975680392854741,2.369629494026644,0,0.842597085223187,1.224746166238561,2.113475209354575,5.140413950246176,0,0.9364432202182423,0,0
9.001000165939331,5.763434770417403,2.00477856104803,7.705494233963822,10.122226112820098,3.930370166095031,1.4037308869805352,2.380078835493323,0,0.842597085223187,1.230146922320173,2.113475209354575,5.163081603894817,0,0.9364432202182423,0,0
9.101999998092651,5.7888497553713085,1.9959769132046616,7.705494233963822,10.122226112820098,3.9477018966712683,1.4037308869805352,2.369629494026644,0,0.8463126807137561,1.235571494084624,2.122794988754509,5.163081603894817,0,0.9364432202182423,0,0
9.200000047683716,5.7888497553713085,1.9959769132046616,7.705494233963822,10.122226112820098,3.9477018966712683,1.4037308869805352,2.369629494026644,0,0.8500446608442579,1.230146922320173,2.113475209354575,5.163081603894817,0,0.9364432202182423,0,0
9.302000045776367,5.7888497553713085,1.9959769132046616,7.671664539241328,10.122226112820098,3.930370166095031,1.4037308869805352,2.369629494026644,0,0.8463126807137561,1.230146922320173,2.1321558655317285,5.163081603894817,0,0.9364432202182423,0,0
9.401000022888184,5.814376812637287,2.00477856104803,7.705494233963822,10.122226112820098,3.930370166095031,1.4037308869805352,2.380078835493323,0,0.8463126807137561,1.235571494084624,2.122794988754509,5.185849214964574,0,0.9364432202182423,0,0
9.501000165939331,5.7888497553713085,2.00477856104803,7.705494233963822,10.122226112820098,3.9477018966712683,1.4099209109494117,2.380078835493323,0,0.8500446608442579,1.224746166238561,2.122794988754509,5.185849214964574,0,0.9364432202182423,0,0
9.600000143051147,5.7888497553713085,2.00477856104803,7.705494233963822,10.122226112820098,3.9477018966712683,1.4099209109494117,2.380078835493323,0,0.8500446608442579,1.224746166238561,2.1321558655317285,5.185849214964574,0,0.9364432202182423,0,0
9.700000047683716,5.840016436419966,1.9959769132046616,7.705494233963822,10.166862034732118,3.930370166095031,1.4161382310311625,2.369629494026644,0,0.8537930978659438,1.230146922320173,2.1415580209131013,5.185849214964574,0,0.9364432202182423,0,0
9.801000118255615,5.814376812637287,1.9872139075366753,7.705494233963822,10.122226112820098,3.9477018966712683,1.4099209109494117,2.380078835493323,0,0.8537930978659438,1.224746166238561,2.1415580209131013,5.185849214964574,0,0.9364432202182423,0,0
9.901000022888184,5.7888497553713085,1.9959769132046616,7.705494233963822,10.166862034732118,3.9477018966712683,1.4099209109494117,2.380078835493323,0,0.8537930978659438,1.230146922320173,2.1415580209131013,5.185849214964574,0,0.9405726484672083,0,0
10.001000165939331,5.840016436419966,2.00477856104803,7.705494233963822,10.166862034732118,3.9477018966712683,1.4037308869805352,2.380078835493323,0,0.8537930978659438,1.230146922320173,2.151001636924649,5.185849214964574,0,0.9364432202182423,0,0
10.1010000705719,5.840016436419966,2.0136190214669587,7.739473107295361,10.166862034732118,3.9477018966712683,1.4099209109494117,2.380078835493323,0,0.8613396331823111,1.235571494084624,2.151001636924649,5.208717224237109,0,0.9405726484672083,0,0
10.200000047683716,5.865769123103263,2.00477856104803,7.739473107295361,10.166862034732118,3.9651100548795273,1.4161382310311625,2.380078835493323,0,0.8613396331823111,1.235571494084624,2.151001636924649,5.185849214964574,0,0.932331921539269,0,0
10.302000045776367,5.891635371259994,2.00477856104803,7.739473107295361,10.166862034732118,3.9477018966712683,1.4037308869805352,2.369629494026644,0,0.8613396331823111,1.235571494084624,2.1604868963950716,5.2316860744377935,0,0.9364432202182423,0,0
10.401000022888184,5.917615681661535,2.022498465613036,7.739473107295361,10.166862034732118,3.9477018966712683,1.3975680392854741,2.380078835493323,0,0.8651378775781517,1.235571494084624,2.151001636924649,5.208717224237109,0,0.9364432202182423,0,0
10.502000093460083,5.917615681661535,2.0136190214669587,7.739473107295361,10.166862034732118,3.9651100548795273,1.3914322485513055,2.380078835493323,0,0.857558064348672,1.2410199865517926,2.151001636924649,5.2316860744377935,0,0.9364432202182423,0,0
10.605999946594238,5.891635371259994,2.0136190214669587,7.739473107295361,10.166862034732118,3.9651100548795273,1.3914322485513055,2.369629494026644,0,0.8651378775781517,1.2410199865517926,2.1700139829592904,5.2316860744377935,0,0.9364432202182423,0,0
10.700000047683716,5.891635371259994,2.0136190214669587,7.739473107295361,10.166862034732118,3.982594977742295,1.4037308869805352,2.380078835493323,0,0.8689528710703243,1.2410199865517926,2.1700139829592904,5.2316860744377935,0,0.9364432202182423,0,0
10.801000118255615,5.891635371259994,2.022498465613036,7.739473107295361,10.21169478741068,3.982594977742295,1.4037308869805352,2.390574255360596,0,0.8613396331823111,1.2410199865517926,2.1700139829592904,5.2316860744377935,0,0.9364432202182423,0,0
10.901000022888184,5.891635371259994,2.0136190214669587,7.739473107295361,10.166862034732118,3.982594977742295,1.4099209109494117,2.401115956820121,0,0.8537930978659438,1.2410199865517926,2.1700139829592904,5.208717224237109,0,0.932331921539269,0,0
11.0,5.917615681661535,2.0136190214669587,7.739473107295361,10.21169478741068,3.982594977742295,1.4161382310311625,2.390574255360596,0,0.8613396331823111,1.246492505204663,2.1700139829592904,5.2316860744377935,0,0.9364432202182423,0,0
11.101999998092651,5.891635371259994,2.0136190214669587,7.739473107295361,10.21169478741068,4.0001570037682255,1.4161382310311625,2.401115956820121,0,0.8537930978659438,1.2410199865517926,2.1700139829592904,5.2316860744377935,0,0.9405726484672083,0,0
11.200999975204468,5.865769123103263,2.022498465613036,7.773601817067992,10.166862034732118,3.982594977742295,1.4161382310311625,2.401115956820121,0,0.857558064348672,1.235571494084624,2.1700139829592904,5.2316860744377935,0,0.9364432202182423,0,0
11.301000118255615,5.840016436419966,2.0136190214669587,7.739473107295361,10.166862034732118,3.982594977742295,1.422382967593298,2.401115956820121,0,0.857558064348672,1.235571494084624,2.1700139829592904,5.2316860744377935,0,0.9364432202182423,0,0
11.400000095367432,5.814376812637287,2.00477856104803,7.773601817067992,10.166862034732118,3.982594977742295,1.422382967593298,2.401115956820121,0,0.8689528710703243,1.235571494084624,2.1700139829592904,5.2316860744377935,0,0.9364432202182423,0,0
11.5,5.840016436419966,2.00477856104803,7.773601817067992,10.21169478741068,3.982594977742295,1.422382967593298,2.401115956820121,0,0.8651378775781517,1.235571494084624,2.179583081061997,5.254756210244287,0,0.9364432202182423,0,0
11.603000164031982,5.840016436419966,1.9959769132046616,7.739473107295361,10.21169478741068,3.9651100548795273,1.428655241534113,2.390574255360596,0,0.8689528710703243,1.230146922320173,2.179583081061997,5.2316860744377935,0,0.9364432202182423,0,0
